市场BI-aigc创作平台长视频生成剪辑python应用,开源模型微调,whisper/Qwen3.5 4b/Qwen tts,L20_1_48
市场视频属性处理应用,开源模型微调,Q-Align/whisper/rapidocr,L20_1_48
htl-ai-image-skysegmentation-application,自研模型,自研小模型,V100_1_32
酒店视频PPT片段识别,自研模型,自研小模型,V100
酒店图片新版水印广告检测,开源模型微调,yolov5,T4_1_16
酒店图片新版水印广告检测,开源模型微调,yolov5,T4
酒店图片新版水印广告检测,开源模型微调,yolov5,T4
bert使用GPU推理服务,开源模型微调,bert,T4
攻略和酒店拼接图片检测,自研模型,Petavl,L20_1_48
酒店图生视频执行主服务,开源模型,wan2.5等,L20_1_48
酒店图生视频执行主服务,开源模型,wan2.5等,L20_1_48
酒店图生视频执行主服务,开源模型,wan2.5等,L20_2_96
酒店房型设施检测实时接口,自研模型,自研小模型,V100_1_32
酒店房型设施检测实时接口,自研模型,自研小模型,V100
问题图识别合并部署服务,自研模型,自研小模型,T4_1_16
酒店文档搜索SOA服务,开源模型,bge-m3，bge-reranker-v2-m3,T4_1_16
酒店搜索文本转向量服务,开源模型微调,"qwen3-embedding-0.6B,bge-m3,e5-small",T4_1_16
酒店搜索文本转向量服务,开源模型微调,"qwen3-embedding-0.6B,bge-m3,e5-small",T4_1_16
酒店搜索大模型推理部署,自研模型,qwen2.5/自研,L20_1_48
酒店搜索大模型推理部署,自研模型,qwen2.5/自研,L20_1_48
酒店图像水印去除服务,开源模型微调,stable-diffusion-v1-5/stable-diffusion-inpainting、SelfReformer、yolo_detr,L20_1_48
酒店图片擦边内容检测服务,自研模型,petavl,L20_1_48
酒店赌博图分类识别服务,开源模型微调,MiniCPM-V2.6,L20_1_48
酒店OCR传统模型管线推理服务,开源模型,自研小模型,L20_1_48
酒店新版水印PS文字检测V3.0,开源模型微调,ResNet,L20_1_48
非标项目模型线上部署,开源模型微调,Qwen3VL 8B,H20_1_96
酒店图片入库打标实时接口V5,自研模型,自研小模型,L20_1_48
酒店通用图像分割服务,自研模型,自研小模型,L20_1_48
酒店入库小图放大并缩放至指定尺寸服务,开源模型微调,SD,L20_1_48
酒店入库小图放大并缩放至指定尺寸服务,开源模型微调,SD,V100
酒店OCR生成式模型管线推理服务,开源模型,paddleocrvl,L20_1_48
携程直播媒体处理应用,开源模型,SenseVoiceSmall,L20_1_48
,,,
,,,
问道LLM模型推理服务,开源模型,Kimi 2.5,
